"id","name","species","sex","neutered","birthday"
"0","Dee","Rat","M","1","2007-01-28"
"0","Kaitlyn","Rat","M","1","2002-07-09"
"0","Cleveland","Pig","F","1","2007-04-24"
"0","Pierce","Rat","M","0","2003-03-22"
"0","Francisco","Pig","M","0","2013-01-02"
"0","Marcelino","Mantis Shrimp","M","0","2009-05-27"
"0","Nicholas","Pig","F","0","2006-06-13"
"0","Erick","Alligator","M","0","2003-09-28"
"0","Demarcus","Tiger","M","1","2007-11-11"
"0","Orlo","Cow","M","1","2000-05-28"
"0","Jarret","Python","F","1","2013-12-13"
"0","Zola","Tiger","M","0","2001-04-14"
"0","Malika","Horse","F","1","2008-11-17"
"0","Colten","Sugar Glider","M","0","2011-10-26"
"0","Eryn","Turtle","F","0","2000-01-06"
"0","Conner","Hedgehog","F","0","2009-10-07"
"0","Savannah","Tiger","F","0","2007-11-05"
"0","Eldon","African Gray Parrot","M","1","2013-11-02"
"0","Annie","Axolotl","M","1","2010-06-23"
"0","Brigitte","Capybara","F","1","2016-02-12"
"0","Dock","Tiger","M","1","2002-09-21"
"0","Magdalen","Chinchilla","F","0","2017-01-02"
"0","Candelario","Python","F","1","2011-06-03"
"0","Jerel","Rat","F","1","2007-03-02"
"0","Mara","African Gray Parrot","F","0","2012-03-03"
"0","Penelope","Goat","F","0","2015-06-27"
"0","Charles","Turtle","F","0","2001-03-03"
"0","Karina","Pig","F","1","2003-08-07"
"0","Ilene","Bearded Dragon Lizard","F","0","2015-08-21"
"0","Mariela","Alligator","M","1","2016-11-18"
"0","Karli","Buffalo","M","0","2010-10-17"
"0","Nicholas","Axolotl","F","1","2001-11-04"
"0","Neil","Bearded Dragon Lizard","F","0","2005-05-23"
"0","Lorna","Turtle","F","0","2004-03-18"
"0","Wyman","Pig","F","1","2014-09-09"
"0","Nelle","Horse","F","0","2014-06-15"
"0","Erwin","Alligator","F","1","2009-07-18"
"0","Haylie","Buffalo","M","0","2011-12-02"
"0","Lance","Sugar Glider","F","0","2007-09-01"
"0","Eva","Pig","M","1","2015-01-13"
"0","Kristina","Alligator","F","0","2003-11-11"
"0","Imani","Turtle","F","1","2010-01-21"
"0","Calista","Hedgehog","M","1","2008-05-15"
"0","Nasir","Fox","F","0","2013-08-13"
"0","Felipe","Mantis Shrimp","F","1","2015-02-28"
"0","Danny","Rat","M","0","2011-04-16"
"0","Sheridan","Chimpanzee","F","0","2010-03-12"
"0","Pearl","Turtle","F","0","2016-09-28"
"0","Cleve","Goldfish","F","1","2015-07-16"
"0","Kadin","Sugar Glider","M","0","2012-04-09"
"0","Shayna","Rat","M","1","2001-03-28"
"0","Kim","Snow Owl","M","0","2009-03-18"
"0","Juston","Fox","M","1","2000-04-11"
"0","Andrew","Fox","F","1","2005-12-25"
"0","Brycen","Llama","M","0","2011-03-14"
"0","Kieran","Sugar Glider","F","0","2014-08-21"
"0","Lorena","Horse","F","0","2008-10-09"
"0","Palma","Axolotl","F","0","2007-08-20"
"0","Tad","Puma","M","1","2004-06-13"
"0","Leola","Turtle","F","1","2012-09-05"
"0","Freddy","African Gray Parrot","M","0","2008-05-26"
"0","Petra","Hedgehog","F","1","2005-03-24"
"0","Robin","Tarantula","F","1","2011-11-01"
"0","Cleve","Python","F","0","2014-12-01"
"0","Julien","Mantis Shrimp","M","0","2007-11-11"
"0","Quinn","Buffalo","F","1","2015-11-27"
"0","Lelia","Capybara","M","0","2002-04-02"
"0","Jace","Pig","M","0","2009-08-22"
"0","Ceasar","Turtle","M","1","2004-05-04"
"0","Novella","Chinchilla","F","1","2004-04-20"
"0","Nova","Fox","F","1","2001-03-08"
"0","Madonna","Python","F","1","2010-04-03"
"0","Birdie","Rat","F","1","2002-07-14"
"0","Keanu","Alligator","M","1","2010-03-26"
"0","Elisabeth","Python","F","1","2013-01-10"
"0","Jena","Tarantula","F","0","2006-08-09"
"0","Anjali","Axolotl","F","0","2003-03-08"
"0","Caterina","Chimpanzee","M","1","2006-05-04"
"0","Jasmin","Cow","F","1","2005-06-13"
"0","Maxime","Bearded Dragon Lizard","F","1","2001-06-12"
"0","Simone","Llama","F","1","2009-08-25"
"0","Royal","African Gray Parrot","M","0","2013-08-21"
"0","Clemmie","Snow Owl","M","1","2008-12-27"
"0","Oda","Tiger","F","1","2001-09-16"
"0","Aurelio","Goat","M","1","2000-03-13"
"0","Candida","Sugar Glider","M","1","2002-07-08"
"0","Imogene","Chimpanzee","F","1","2003-05-04"
"0","Nathanael","Alligator","F","1","2011-12-16"
"0","Delia","Buffalo","F","1","2006-04-08"
"0","Einar","Alligator","F","0","2011-04-28"
"0","Tavares","Turtle","M","0","2014-10-23"
"0","Sarah","Cow","M","1","2004-03-15"
"0","Euna","Horse","F","0","2013-03-27"
"0","Monty","Capybara","F","1","2015-08-12"
"0","Paula","Bearded Dragon Lizard","M","1","2013-08-10"
"0","Jarred","Mantis Shrimp","M","0","2005-06-01"
"0","Zachary","Snow Owl","M","0","2007-01-18"
"0","Ressie","Hedgehog","F","1","2004-01-10"
"0","Roman","Goat","F","1","2013-10-24"
"0","Braeden","Tarantula","F","0","2016-10-16"
"0","Madison","Chimpanzee","M","1","2005-12-09"
"0","Casper","Capybara","F","0","2001-06-10"
"0","Desmond","Chimpanzee","F","0","2005-07-22"
"0","Laurianne","Chimpanzee","M","0","2010-04-03"
"0","Cicero","Pig","M","0","2000-01-10"
"0","Esteban","Sugar Glider","M","0","2009-08-01"
"0","Britney","Pig","M","0","2010-12-26"
"0","Teresa","Cow","M","0","2009-12-09"
"0","Vernice","Siberian","M","0","2007-11-14"
"0","Stone","Sugar Glider","F","0","2016-04-26"
"0","Hiram","Turtle","M","0","2011-09-03"
"0","Charlotte","Alligator","F","1","2010-03-19"
"0","Haleigh","Goldfish","M","0","2017-07-05"
"0","Cale","Llama","F","0","2016-09-20"
"0","Sonya","Goat","F","1","2012-07-06"
"0","Fredy","Python","M","1","2011-08-24"
"0","Sammie","Python","M","1","2002-04-10"
"0","Marietta","Tarantula","M","1","2001-11-26"
"0","Marianna","Cow","F","1","2006-08-05"
"0","Beatrice","Axolotl","M","0","2011-03-10"
"0","Margaret","Goat","F","1","2000-06-15"
"0","Rylan","Capybara","M","1","2004-07-12"
"0","Ashleigh","Turtle","F","1","2005-07-02"
"0","Lane","Hedgehog","M","0","2000-05-05"
"0","Alexzander","Bearded Dragon Lizard","F","0","2012-06-06"
"0","Arnulfo","Puma","M","1","2008-07-28"
"0","Tod","Puma","F","1","2012-06-17"
"0","Maribel","Mantis Shrimp","M","1","2005-07-07"
"0","Everett","Goat","F","0","2013-12-02"
"0","Ima","Capybara","M","0","2013-06-28"
"0","Delores","Goat","M","0","2006-04-01"
"0","Heaven","Goldfish","M","0","2008-09-13"
"0","Tanya","Axolotl","F","0","2012-04-02"
"0","Sidney","Chinchilla","F","0","2002-04-17"
"0","Rebeca","African Gray Parrot","M","1","2007-09-15"
"0","Carter","Tarantula","M","1","2002-09-16"
"0","Joy","Horse","F","0","2006-02-13"
"0","Maymie","Horse","M","1","2007-03-01"
"0","Camryn","Goat","F","1","2007-12-04"
"0","Joana","Goat","F","0","2014-11-23"
"0","Cory","Chinchilla","M","1","2012-02-09"
"0","Keyshawn","Turtle","F","0","2002-03-19"
"0","Olin","Chimpanzee","M","0","2007-11-05"
"0","Nils","Tiger","M","0","2015-09-08"
"0","Cornelius","Python","M","0","2015-07-04"
"0","Mikayla","Fox","M","0","2009-06-20"
"0","Monserrat","Puma","F","0","2010-04-01"
"0","Aylin","Hedgehog","F","1","2015-04-11"
"0","Jessika","Rat","M","0","2013-06-11"
"0","Isabel","Goat","M","0","2004-06-28"
"0","Brandon","Goat","M","0","2006-08-27"
"0","Jaquan","Hedgehog","F","1","2008-03-11"
"0","Eula","Llama","F","0","2001-08-26"
"0","Amaya","Tarantula","M","0","2012-10-16"
"0","Santos","Python","M","0","2013-12-11"
"0","Rex","Buffalo","M","1","2005-04-15"
"0","Kelli","Pig","F","1","2011-09-17"
"0","Jerad","Sugar Glider","M","0","2014-10-05"
"0","Aliza","Snow Owl","F","1","2009-06-20"
"0","Darion","Mantis Shrimp","F","0","2008-09-07"
"0","Bethany","Goat","M","1","2000-11-20"
"0","Zola","Chinchilla","M","0","2003-04-08"
"0","Alene","Alligator","M","0","2001-05-11"
"0","Sean","Puma","M","1","2006-09-05"
"0","Shyanne","Cow","F","0","2009-08-21"
"0","Roxane","Tarantula","F","0","2009-06-25"
"0","Frieda","Turtle","M","1","2003-04-10"
"0","Bertha","Rat","F","0","2012-02-20"
"0","Drake","Goldfish","M","1","2007-07-21"
"0","Ferne","Snow Owl","F","0","2003-07-03"
"0","Chesley","Goldfish","F","1","2017-11-19"
"0","Darien","Bearded Dragon Lizard","F","1","2016-01-09"
"0","Raegan","Chinchilla","M","0","2005-06-10"
"0","Nia","Fox","F","0","2003-09-05"
"0","Melody","Rat","F","1","2017-05-27"
"0","Autumn","Cow","F","1","2001-12-26"
"0","Lucile","Mantis Shrimp","M","1","2000-09-10"
"0","Blanca","Goldfish","F","1","2006-11-04"
"0","Asia","Siberian","M","0","2005-06-09"
"0","Lourdes","Chinchilla","F","0","2011-07-20"
"0","Kendra","Cow","F","0","2016-07-11"
"0","Noe","Turtle","F","1","2014-09-24"
"0","Nova","Puma","F","1","2007-06-21"
"0","Winston","Siberian","F","0","2015-03-17"
"0","Erling","Capybara","M","1","2001-12-07"
"0","Josie","Puma","M","1","2013-01-28"
"0","Carter","Goldfish","M","1","2007-09-17"
"0","Maynard","Bearded Dragon Lizard","F","0","2001-03-19"
"0","Monte","Fox","F","0","2014-04-04"
"0","Cornell","Mantis Shrimp","F","1","2012-03-13"
"0","Karen","Goat","F","0","2008-11-08"
"0","Aiden","Sugar Glider","M","0","2010-11-19"
"0","Ronaldo","Hedgehog","F","0","2008-05-23"
"0","Juanita","Bearded Dragon Lizard","F","1","2008-07-27"
"0","Kassandra","Turtle","M","0","2004-02-04"
"0","Lois","Alligator","F","0","2008-04-05"
"0","Tito","Buffalo","M","1","2006-12-14"
"0","Alexander","Horse","F","0","2005-11-22"
"0","Porter","Tarantula","M","0","2000-06-12"
"0","Elijah","Goat","M","0","2009-06-04"
"0","Jaylin","Tiger","F","0","2006-04-26"
"0","Brady","Chimpanzee","M","0","2012-10-12"
"0","Conor","Alligator","M","1","2013-02-02"
"0","Billie","Axolotl","M","0","2012-02-12"
"0","Geovanny","Goldfish","M","1","2009-05-20"
"0","Sienna","Buffalo","M","1","2009-03-02"
"0","Elias","Turtle","F","1","2015-12-09"
"0","Mia","Buffalo","M","0","2011-11-22"
"0","Jaida","Llama","M","1","2001-08-12"
"0","Kyleigh","Horse","M","0","2010-01-07"
"0","Ari","Buffalo","F","0","2010-12-02"
"0","Kevin","Rat","M","1","2010-11-14"
"0","Lukas","Snow Owl","M","0","2014-07-03"
"0","Hillard","Goat","M","0","2005-02-21"
"0","Lewis","Tiger","M","0","2000-03-17"
"0","Verda","Tarantula","F","0","2002-07-02"
"0","Barry","Goldfish","M","0","2004-04-28"
"0","Lawrence","Tarantula","F","0","2011-08-05"
"0","Jedediah","Puma","F","1","2014-07-28"
"0","Nichole","Goat","M","0","2007-01-07"
"0","Retta","Goldfish","M","1","2000-05-26"
"0","Columbus","Chinchilla","F","0","2001-11-13"
"0","Casper","Snow Owl","F","0","2006-03-10"
"0","Neil","Goat","F","1","2000-07-15"
"0","Bella","Cow","M","1","2008-07-15"
"0","Heather","Siberian","F","1","2006-03-22"
"0","Kasandra","Fox","F","0","2010-10-28"
"0","Verla","Turtle","M","1","2004-02-01"
"0","Clemens","Cow","F","1","2007-01-11"
"0","Laurel","Alligator","M","0","2015-04-16"
"0","Coy","Tarantula","F","0","2014-06-02"
"0","Creola","Snow Owl","F","0","2013-08-03"
"0","Kaia","Tiger","F","0","2013-09-12"
"0","Roger","Capybara","M","1","2012-09-23"
"0","Elsa","Fox","F","1","2011-06-08"
"0","Danielle","Puma","M","1","2015-08-17"
"0","Helmer","Hedgehog","M","1","2003-02-17"
"0","Natasha","Llama","F","1","2009-01-18"
"0","Esperanza","Buffalo","M","0","2000-10-16"
"0","Aaliyah","Goat","M","1","2007-12-02"
"0","Otha","Llama","M","0","2016-03-09"
"0","Hettie","Chinchilla","F","1","2014-04-22"
"0","Dayton","Hedgehog","F","1","2000-08-08"
"0","Cesar","Chinchilla","M","0","2014-03-25"
"0","Abelardo","Bearded Dragon Lizard","F","1","2015-07-25"
"0","Noble","Capybara","F","1","2013-08-28"
"0","Morris","Horse","M","0","2011-04-21"
"0","Jordan","Buffalo","F","0","2004-03-21"
"0","Zoie","Goldfish","M","1","2006-08-26"
"0","Kristin","Chimpanzee","F","1","2013-03-11"
"0","Alvena","Sugar Glider","M","1","2002-12-19"
"0","Clyde","Mantis Shrimp","M","0","2010-08-01"
"0","Dianna","Goldfish","M","0","2009-01-01"
"0","Elna","Mantis Shrimp","F","1","2005-03-15"
"0","Chloe","African Gray Parrot","M","1","2007-03-20"
"0","Corrine","Buffalo","F","0","2005-12-28"
"0","Layla","Llama","F","1","2010-08-13"
"0","Dovie","Alligator","F","0","2006-09-08"
"0","Agustina","Fox","F","1","2013-03-13"
"0","Isabelle","Cow","M","0","2010-04-05"
"0","Frieda","Tiger","F","0","2009-09-13"
"0","Darius","Mantis Shrimp","M","0","2001-09-16"
"0","Darrick","African Gray Parrot","M","1","2007-04-20"
"0","Abel","Rat","M","1","2015-11-23"
"0","Peggie","Capybara","M","0","2017-03-02"
"0","Julian","Mantis Shrimp","F","0","2013-06-08"
"0","Kiara","Capybara","M","0","2011-10-16"
"0","Johnny","Tarantula","F","0","2011-10-12"
"0","Libby","Sugar Glider","F","1","2017-04-08"
"0","Jayce","Hedgehog","M","0","2008-03-13"
"0","Floyd","Llama","F","0","2015-01-05"
"0","Marilie","Tarantula","M","1","2000-06-13"
"0","Jovan","Sugar Glider","M","0","2008-02-23"
"0","Kayleigh","Goat","M","0","2014-07-27"
"0","Aliya","Mantis Shrimp","M","0","2015-02-02"
"0","Brycen","Cow","F","1","2001-04-07"
"0","Ron","Mantis Shrimp","M","1","2002-02-06"
"0","Magali","Goat","M","0","2012-10-09"
"0","Orie","Chimpanzee","M","0","2005-10-18"
"0","Toni","Horse","M","1","2015-07-26"
"0","Dariana","Chinchilla","F","1","2001-03-06"
"0","Brody","Bearded Dragon Lizard","F","1","2015-11-20"
"0","Felicity","Tarantula","F","1","2014-09-18"
"0","Tavares","Goat","F","0","2016-04-05"
"0","Kacey","Rat","F","0","2006-03-09"
"0","Irving","Chinchilla","M","0","2007-04-25"
"0","Marc","Mantis Shrimp","M","1","2004-05-08"
"0","Quinton","Capybara","M","0","2009-10-11"
"0","Ana","African Gray Parrot","F","0","2013-03-23"
"0","Brando","Chinchilla","M","0","2015-02-19"
"0","Cecelia","Python","F","1","2005-12-15"
"0","Stephan","Llama","F","1","2003-10-01"
"0","Dean","Sugar Glider","F","0","2002-03-05"
"0","Sylvia","Llama","F","1","2004-07-11"
"0","Ernie","Hedgehog","M","0","2015-12-02"
"0","Pamela","Turtle","M","0","2012-10-08"
"0","Gerard","Axolotl","M","1","2012-04-20"
"0","Nathanael","Mantis Shrimp","F","0","2013-10-16"
"0","Elsa","Tarantula","F","1","2006-04-10"
"0","Marion","Tarantula","F","1","2002-09-13"
"0","Maye","Axolotl","F","0","2013-04-19"
"0","Rosamond","Buffalo","F","0","2013-07-12"
"0","Lee","Hedgehog","F","0","2015-10-05"
"0","Mercedes","Chinchilla","M","0","2010-11-25"
"0","Hope","Llama","F","0","2001-03-20"
"0","Rebecca","Buffalo","M","1","2003-08-23"
"0","Louie","Sugar Glider","M","1","2005-09-15"
"0","Tevin","Mantis Shrimp","M","1","2014-04-10"
"0","Delia","Llama","F","1","2010-01-06"
"0","Colt","Pig","M","1","2008-11-12"
"0","Carrie","Rat","F","1","2016-02-22"
"0","Wilson","Tarantula","F","0","2009-01-21"
"0","Gino","Llama","F","0","2009-04-06"
"0","Nola","African Gray Parrot","F","0","2009-12-15"
"0","Stanton","Pig","M","1","2010-12-06"
"0","Amelie","Tiger","M","1","2015-02-22"
"0","Ali","Chimpanzee","M","1","2000-05-25"
"0","Enid","Mantis Shrimp","F","0","2008-11-20"
"0","Guido","Rat","M","0","2002-04-05"
"0","Jalyn","Fox","M","1","2008-09-08"
"0","Elise","Chinchilla","M","1","2004-01-02"
"0","Stefanie","Python","M","0","2009-02-17"
"0","Lyric","Tiger","F","0","2010-05-01"
"0","Kirk","Cow","M","1","2015-05-18"
"0","Dorris","Pig","M","1","2000-10-08"
"0","Darian","Buffalo","M","1","2000-09-19"
"0","Samson","Cow","F","1","2004-06-02"
"0","Chaz","Axolotl","M","0","2004-09-11"
"0","Lenore","Bearded Dragon Lizard","F","1","2010-06-09"
"0","Emelia","Axolotl","F","1","2003-05-15"
"0","Bertrand","Cow","F","0","2015-10-14"
"0","Ella","African Gray Parrot","F","0","2006-03-27"
"0","Murl","Alligator","F","1","2012-07-24"
"0","Beryl","Mantis Shrimp","M","0","2000-12-08"
"0","Rocio","Python","F","0","2004-06-05"
"0","Lois","Puma","M","1","2008-02-22"
"0","Kayla","Alligator","M","1","2000-01-24"
"0","Magali","Fox","M","1","2000-11-25"
"0","Brook","Rat","F","1","2004-01-15"
"0","Kaylie","Goldfish","M","0","2008-08-28"
"0","Christy","Axolotl","F","0","2007-08-15"
"0","Branson","Rat","F","0","2017-07-14"
"0","Rocio","Snow Owl","M","0","2016-02-27"
"0","Keagan","Bearded Dragon Lizard","F","0","2009-05-07"
"0","Johanna","Horse","F","0","2007-01-28"
"0","Lelia","Sugar Glider","F","1","2014-10-13"
"0","Jonathon","Llama","M","0","2006-07-02"
"0","Cynthia","Fox","F","0","2008-01-09"
"0","Broderick","Mantis Shrimp","F","1","2006-12-14"
"0","Giovanni","Axolotl","M","0","2004-09-22"
"0","Estelle","Turtle","M","1","2010-10-23"
"0","Margarette","Horse","F","0","2010-05-05"
"0","Elmer","Goat","F","1","2014-10-10"
"0","Megane","Snow Owl","F","0","2006-07-25"
"0","Milton","Chinchilla","F","0","2004-06-03"
"0","Aric","Goldfish","F","1","2011-03-04"
"0","Jared","Chimpanzee","M","0","2001-03-15"
"0","Rubie","Siberian","F","0","2015-09-13"
"0","Danny","Llama","F","0","2008-06-10"
"0","Lenna","Mantis Shrimp","M","0","2011-12-25"
"0","Cecile","Tiger","M","0","2014-09-05"
"0","Hilario","Llama","M","1","2006-09-20"
"0","Korey","Cow","M","0","2004-07-14"
"0","Mathias","Goldfish","M","1","2014-09-16"
"0","Lucile","Tiger","M","1","2013-05-20"
"0","Loyce","Siberian","M","1","2009-12-19"
"0","Valentina","Llama","F","1","2013-08-18"
"0","Kennedy","Tarantula","M","0","2011-05-10"
"0","Izaiah","Tarantula","M","1","2006-04-23"
"0","Adrianna","Axolotl","M","1","2003-03-16"
"0","Arely","Python","F","0","2008-02-01"
"0","Amina","Horse","M","1","2003-11-11"
"0","Jonatan","Buffalo","M","1","2016-03-15"
"0","Wilmer","Tiger","F","0","2001-11-19"
"0","Lula","Goat","M","1","2012-01-25"
"0","Abelardo","Alligator","F","0","2007-07-26"
"0","Marcelle","Fox","M","0","2001-02-24"
"0","Benedict","African Gray Parrot","M","0","2008-02-04"
"0","Judson","Puma","F","1","2006-08-13"
"0","Nasir","Chimpanzee","M","0","2002-10-14"
"0","Caleb","Llama","F","1","2000-12-19"
"0","Stone","Buffalo","F","0","2010-03-26"
"0","Oswald","Goat","F","1","2003-07-10"
"0","Rae","Bearded Dragon Lizard","F","0","2007-04-16"
"0","Alanis","Axolotl","M","1","2008-06-02"
"0","Elias","Pig","F","1","2002-07-06"
"0","Foster","Rat","M","1","2007-03-08"
"0","Herbert","Mantis Shrimp","F","0","2012-05-14"
"0","Newell","Alligator","M","0","2010-12-25"
"0","Christopher","Chinchilla","F","0","2015-02-24"
"0","Eliseo","Hedgehog","M","1","2002-01-08"
"0","Lester","Puma","M","1","2007-09-25"
"0","Elliott","Chimpanzee","F","1","2012-07-18"
"0","Letitia","Tarantula","M","0","2013-08-20"
"0","Verona","Snow Owl","F","0","2012-10-23"
"0","Mason","Snow Owl","F","1","2008-02-01"
"0","Napoleon","Python","M","1","2017-07-21"
"0","Eldridge","Cow","F","0","2012-04-11"
"0","Roman","Horse","M","0","2010-04-22"
"0","Doris","Cow","F","1","2017-11-07"
"0","Seth","Python","M","0","2011-08-26"
"0","Everardo","Mantis Shrimp","M","1","2014-02-26"
"0","Marc","Capybara","F","1","2012-08-21"
"0","Oleta","Hedgehog","F","1","2001-04-16"
"0","Gillian","Chinchilla","F","0","2008-11-12"
"0","Emmalee","Snow Owl","M","0","2017-05-07"
"0","Judge","Horse","F","0","2016-04-04"
"0","Don","Tiger","F","1","2000-12-25"
"0","Braden","Llama","F","1","2011-12-20"
"0","Sylvester","Horse","F","0","2014-01-25"
"0","Madeline","African Gray Parrot","M","1","2012-07-26"
"0","Gillian","Buffalo","F","1","2014-02-17"
"0","Wilfrid","Horse","M","1","2004-02-22"
"0","Gabe","Pig","M","1","2003-02-16"
"0","Aurore","Tarantula","M","0","2004-01-20"
"0","Daniela","Mantis Shrimp","F","0","2012-11-19"
"0","Bridget","Goldfish","M","0","2015-10-19"
"0","Dayton","Rat","F","0","2005-10-22"
"0","Mike","Goat","F","1","2001-06-28"
"0","Sammy","Fox","F","0","2010-04-17"
"0","Layla","Mantis Shrimp","F","0","2009-04-12"
"0","Miracle","Pig","F","0","2006-12-01"
"0","Sasha","Sugar Glider","F","1","2013-10-23"
"0","Trevor","Goldfish","M","0","2015-08-18"
"0","Katherine","Axolotl","F","0","2014-01-12"
"0","Araceli","Capybara","F","0","2004-02-22"
"0","Danika","Goldfish","F","1","2017-03-11"
"0","Crystel","Horse","M","1","2003-07-15"
"0","Mattie","Horse","M","0","2002-06-23"
"0","Zoe","Tiger","F","1","2005-11-06"
"0","Alexis","Hedgehog","F","0","2011-09-26"
"0","Zakary","Cow","M","1","2013-10-21"
"0","Quinn","Snow Owl","M","1","2003-03-28"
"0","Madaline","Alligator","M","0","2009-12-17"
"0","William","Cow","F","1","2010-04-11"
"0","Aletha","Turtle","M","0","2016-01-17"
"0","Mireille","Puma","M","1","2016-05-16"
"0","Myriam","Chimpanzee","M","1","2007-12-24"
"0","Elsa","Llama","M","0","2009-01-05"
"0","Carlie","Goldfish","M","0","2009-10-28"
"0","Erwin","Buffalo","M","0","2007-12-08"
"0","Joe","Capybara","M","1","2013-06-12"
"0","Piper","Alligator","F","0","2004-02-28"
"0","Fausto","Horse","M","0","2016-04-09"
"0","Linda","Horse","F","0","2011-06-06"
"0","Chanelle","Sugar Glider","M","0","2011-11-08"
"0","Sydni","Alligator","M","0","2006-06-28"
"0","Luz","African Gray Parrot","F","0","2003-10-02"
"0","Dee","Python","M","1","2006-10-13"
"0","Zena","Hedgehog","F","1","2017-11-21"
"0","Zaria","Tiger","M","1","2006-06-13"
"0","Angelica","Goldfish","M","0","2012-06-27"
"0","Hettie","Alligator","M","0","2001-07-01"
"0","Ambrose","African Gray Parrot","M","0","2017-12-09"
"0","Wilton","Tarantula","F","0","2014-01-23"
"0","Laury","Mantis Shrimp","F","1","2000-05-16"
"0","Joaquin","Buffalo","F","0","2007-03-10"
"0","Emie","Pig","F","0","2012-02-17"
"0","Rosina","Rat","F","0","2005-04-02"
"0","River","Tarantula","M","0","2009-11-17"
"0","Zack","Hedgehog","F","0","2006-03-28"
"0","Noemi","Bearded Dragon Lizard","M","0","2010-12-21"
"0","Hellen","Rat","F","0","2014-05-02"
"0","Laury","Bearded Dragon Lizard","F","0","2009-10-08"
"0","Agustina","Capybara","F","1","2010-07-24"
"0","Unique","Chinchilla","M","0","2005-02-16"
"0","Felton","Bearded Dragon Lizard","M","0","2008-11-05"
"0","Broderick","Chinchilla","M","1","2008-04-13"
"0","Retta","Puma","M","0","2011-06-10"
